"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate,Footnote Number
743170,Not Available,9,Not Available,9,85,9,Not Available,9,77,9,Not Available,9,50,9,Not Available,9,69,9,69,9,7,9,13,9,9
743172,2,,2,,85,,2,,83,,3,,79,,2,,81,,72,,70,,19,,
743174,5,,5,,93,,4,,91,,5,,95,,5,,92,,89,,193,,23,,
743175,Not Available,11,Not Available,11,80,11,Not Available,11,73,11,Not Available,11,74,11,Not Available,11,77,11,62,11,35,11,16,11,11
743177,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
743181,3,,3,,85,,2,,83,,3,,78,,3,,84,,83,,128,,21,,
743184,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
743185,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
743186,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
743187,Not Available,"9,10",Not Available,"9,10",100,"9,10",Not Available,"9,10",100,"9,10",Not Available,"9,10",94,"9,10",Not Available,"9,10",99,"9,10",100,"9,10",4,"9,10",13,"9,10","9,10"
743188,2,11,2,11,82,11,1,11,73,11,3,11,77,11,1,11,71,11,72,11,57,11,15,11,11
743191,4,,4,,90,,4,,90,,5,,95,,3,,87,,80,,101,,24,,
743193,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
743194,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
743196,3,,3,,85,,2,,82,,3,,78,,2,,80,,75,,245,,16,,
743197,3,,3,,85,,3,,83,,4,,83,,2,,80,,73,,490,,24,,
743198,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747006,Not Available,11,Not Available,11,74,11,Not Available,11,73,11,Not Available,11,71,11,Not Available,11,64,11,47,11,33,11,23,11,11
747008,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747009,Not Available,9,Not Available,9,30,9,Not Available,9,39,9,Not Available,9,72,9,Not Available,9,97,9,49,9,2,9,5,9,9
747010,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747011,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747012,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747014,Not Available,9,Not Available,9,91,9,Not Available,9,88,9,Not Available,9,100,9,Not Available,9,87,9,95,9,7,9,10,9,9
747017,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747018,Not Available,11,Not Available,11,91,11,Not Available,11,96,11,Not Available,11,100,11,Not Available,11,100,11,100,11,13,11,12,11,11
747019,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747020,4,,4,,90,,4,,89,,3,,79,,3,,86,,81,,253,,29,,
747021,Not Available,11,Not Available,11,91,11,Not Available,11,91,11,Not Available,11,93,11,Not Available,11,94,11,76,11,16,11,16,11,11
747022,Not Available,11,Not Available,11,75,11,Not Available,11,73,11,Not Available,11,73,11,Not Available,11,69,11,63,11,22,11,14,11,11
747023,2,,2,,82,,2,,78,,2,,68,,2,,78,,63,,139,,13,,
747024,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747026,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747028,Not Available,11,Not Available,11,89,11,Not Available,11,92,11,Not Available,11,74,11,Not Available,11,96,11,85,11,13,11,14,11,11
747029,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747031,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747034,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747036,Not Available,11,Not Available,11,78,11,Not Available,11,80,11,Not Available,11,49,11,Not Available,11,68,11,51,11,16,11,20,11,11
747038,Not Available,9,Not Available,9,100,9,Not Available,9,91,9,Not Available,9,80,9,Not Available,9,80,9,79,9,7,9,21,9,9
747040,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747041,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747042,Not Available,9,Not Available,9,89,9,Not Available,9,74,9,Not Available,9,100,9,Not Available,9,77,9,85,9,10,9,18,9,9
747044,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747045,Not Available,9,Not Available,9,98,9,Not Available,9,90,9,Not Available,9,82,9,Not Available,9,73,9,80,9,7,9,13,9,9
747047,Not Available,11,Not Available,11,88,11,Not Available,11,84,11,Not Available,11,83,11,Not Available,11,70,11,79,11,22,11,27,11,11
747048,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747049,Not Available,9,Not Available,9,76,9,Not Available,9,76,9,Not Available,9,88,9,Not Available,9,41,9,33,9,10,9,10,9,9
747050,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747051,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747052,4,,4,,91,,3,,88,,4,,83,,4,,84,,78,,124,,24,,
747055,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747056,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747058,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747059,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747060,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747061,Not Available,11,Not Available,11,85,11,Not Available,11,84,11,Not Available,11,71,11,Not Available,11,71,11,79,11,18,11,20,11,11
747063,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747065,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747067,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747068,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747069,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747070,Not Available,9,Not Available,9,81,9,Not Available,9,81,9,Not Available,9,81,9,Not Available,9,75,9,73,9,8,9,12,9,9
747071,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747075,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747078,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747079,Not Available,11,Not Available,11,96,11,Not Available,11,92,11,Not Available,11,90,11,Not Available,11,100,11,81,11,14,11,29,11,11
747080,Not Available,11,Not Available,11,89,11,Not Available,11,82,11,Not Available,11,97,11,Not Available,11,81,11,71,11,39,11,25,11,11
747081,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747082,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747083,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,0,9,5,9,1,9,4,9,9
747084,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747085,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747087,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747088,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747089,2,,2,,82,,2,,77,,1,,66,,1,,69,,59,,160,,17,,
747090,Not Available,9,Not Available,9,82,9,Not Available,9,82,9,Not Available,9,79,9,Not Available,9,99,9,99,9,8,9,19,9,9
747092,Not Available,11,Not Available,11,95,11,Not Available,11,86,11,Not Available,11,77,11,Not Available,11,95,11,79,11,34,11,17,11,11
747093,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747094,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747095,4,,4,,89,,3,,86,,4,,85,,4,,87,,78,,91,,24,,
747098,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,83,9,Not Available,9,55,9,55,9,2,9,6,9,9
747099,2,10,2,10,79,10,2,10,81,10,2,10,72,10,2,10,83,10,75,10,74,10,15,10,10
747100,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747101,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747103,Not Available,11,Not Available,11,85,11,Not Available,11,95,11,Not Available,11,88,11,Not Available,11,87,11,89,11,11,11,20,11,11
747104,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747105,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747106,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747109,4,,4,,90,,4,,90,,3,,82,,4,,88,,84,,72,,24,,
747110,Not Available,9,Not Available,9,100,9,Not Available,9,91,9,Not Available,9,100,9,Not Available,9,100,9,100,9,9,9,11,9,9
747111,Not Available,11,Not Available,11,75,11,Not Available,11,68,11,Not Available,11,60,11,Not Available,11,64,11,43,11,25,11,13,11,11
747112,5,11,5,11,94,11,4,11,86,11,5,11,89,11,5,11,91,11,79,11,61,11,23,11,11
747114,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747115,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747118,Not Available,11,Not Available,11,87,11,Not Available,11,92,11,Not Available,11,98,11,Not Available,11,83,11,84,11,18,11,22,11,11
747119,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747120,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747123,Not Available,11,Not Available,11,93,11,Not Available,11,91,11,Not Available,11,92,11,Not Available,11,95,11,95,11,29,11,23,11,11
747125,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747127,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747128,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747129,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747132,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747133,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747135,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747136,Not Available,9,Not Available,9,84,9,Not Available,9,88,9,Not Available,9,94,9,Not Available,9,96,9,97,9,5,9,7,9,9
747137,Not Available,9,Not Available,9,89,9,Not Available,9,86,9,Not Available,9,88,9,Not Available,9,87,9,70,9,5,9,11,9,9
747139,Not Available,11,Not Available,11,93,11,Not Available,11,94,11,Not Available,11,98,11,Not Available,11,72,11,95,11,17,11,15,11,11
747140,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747141,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747142,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747144,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747147,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747149,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747151,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747152,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747153,Not Available,11,Not Available,11,96,11,Not Available,11,95,11,Not Available,11,98,11,Not Available,11,97,11,92,11,21,11,24,11,11
747155,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747156,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,4,9,1,9,4,9,9
747158,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747159,2,,2,,82,,1,,74,,2,,67,,1,,71,,68,,339,,21,,
747160,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747161,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747164,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747165,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747168,Not Available,9,Not Available,9,81,9,Not Available,9,79,9,Not Available,9,92,9,Not Available,9,75,9,67,9,10,9,5,9,9
747169,4,11,4,11,90,11,3,11,87,11,5,11,90,11,4,11,87,11,89,11,49,11,14,11,11
747170,Not Available,11,Not Available,11,75,11,Not Available,11,71,11,Not Available,11,65,11,Not Available,11,60,11,41,11,14,11,20,11,11
747172,Not Available,9,Not Available,9,94,9,Not Available,9,96,9,Not Available,9,95,9,Not Available,9,100,9,100,9,5,9,5,9,9
747174,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747175,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747176,Not Available,11,Not Available,11,92,11,Not Available,11,89,11,Not Available,11,55,11,Not Available,11,59,11,52,11,14,11,8,11,11
747177,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747179,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747180,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747181,2,,2,,80,,2,,77,,2,,73,,2,,74,,64,,82,,16,,
747182,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747183,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747184,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747186,3,11,3,11,84,11,2,11,82,11,3,11,77,11,2,11,76,11,75,11,63,11,17,11,11
747187,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747189,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747190,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747192,Not Available,11,Not Available,11,97,11,Not Available,11,89,11,Not Available,11,79,11,Not Available,11,89,11,87,11,31,11,29,11,11
747194,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747195,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747198,Not Available,9,Not Available,9,96,9,Not Available,9,79,9,Not Available,9,100,9,Not Available,9,85,9,99,9,4,9,27,9,9
747201,Not Available,9,Not Available,9,92,9,Not Available,9,98,9,Not Available,9,91,9,Not Available,9,98,9,97,9,3,9,21,9,9
747202,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747205,Not Available,11,Not Available,11,68,11,Not Available,11,69,11,Not Available,11,72,11,Not Available,11,60,11,78,11,17,11,10,11,11
747207,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747210,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747211,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747212,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747213,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747214,3,11,3,11,86,11,1,11,75,11,3,11,81,11,3,11,83,11,72,11,58,11,22,11,11
747215,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747216,Not Available,11,Not Available,11,82,11,Not Available,11,75,11,Not Available,11,65,11,Not Available,11,79,11,53,11,29,11,19,11,11
747217,Not Available,9,Not Available,9,98,9,Not Available,9,95,9,Not Available,9,81,9,Not Available,9,71,9,100,9,5,9,21,9,9
747219,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747221,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747222,4,11,5,11,95,11,2,11,81,11,4,11,87,11,4,11,91,11,79,11,65,11,29,11,11
747226,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747232,3,,4,,87,,2,,81,,3,,75,,2,,75,,71,,88,,11,,
747233,4,,4,,89,,4,,88,,3,,81,,3,,88,,75,,73,,26,,
747236,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747238,4,,5,,93,,4,,90,,3,,82,,4,,89,,87,,85,,28,,
747240,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747242,2,11,2,11,80,11,1,11,71,11,3,11,82,11,2,11,84,11,66,11,59,11,14,11,11
747246,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
747248,Not Available,11,Not Available,11,91,11,Not Available,11,87,11,Not Available,11,77,11,Not Available,11,78,11,77,11,27,11,17,11,11
